0.098363,0.0074392,0.01171,0.04512,0.072219,0.0057267,0.045775,0.0024653,8.4099,1.3797,61.949,0.91589,0.0064596,1.4258,1.3916,0.00538,2.6559,0.032134,1.766,0.15356,4.7708,0.0020028,0.005668,0.20375,1.225,0.15029,1.6101e-10,0.34057,0.52891,0.064277,0.0038145,2.0701,4.4301,1.1768,0.0020471,0.35811,0.36897,0.0053463,0.13481,0.40872,0.024046,0.17079,0.3635,3.6701e-09,0.00051193,0.09516,1.0327e-06,2.3494,0.36585
0.39118,0.023245,0.03504,0.17336,0.19649,0.014511,0.19851,0.017183,9.0637,2.2752,48.376,1.9016,0.043829,1.5457,2.3396,0.01868,4.9003,0.063257,1.5455,0.33096,6.3581,0.0050608,0.012481,0.39056,1.8963,0.53042,1.9311e-08,0.69602,1.0742,0.14146,0.013182,2.5056,4.8425,2.3391,0.0044965,0.21309,0.45209,0.01775,0.24732,0.74305,0.022086,0.15301,0.83594,1.7002e-07,0.0011317,0.25119,4.5804e-05,2.1006,0.69932
0.40877,0.002593,0.0051518,0.24915,0.023154,0.0044583,0.28233,0.079174,13.909,2.5423,40.129,2.6457,0.16921,1.5091,2.3001,0.021644,3.8875,0.078231,1.4057,0.25309,11.306,0.0017103,0.005641,0.49568,1.0037,0.89748,3.1748e-09,1.1068,0.71861,0.10672,0.021136,2.1377,3.4034,2.7056,0.0020097,0.11463,0.27259,0.018133,0.14582,1.6589,0.013622,0.052408,1.5993,7.3404e-06,0.00079605,0.44947,0.0018354,1.2225,0.63213
0.78221,0.005155,0.015974,1.2574,0.047742,0.0069714,0.60501,0.17786,14.846,3.4864,24.081,5.2767,0.50671,1.3652,3.4297,0.089957,5.1333,0.098053,1.0608,0.25258,16.145,0.0014615,0.0053397,1.1772,1.1012,1.3927,8.9853e-08,2.1567,1.1899,0.14095,0.099808,1.5088,3.1256,2.911,0.0010417,0.11222,0.24856,0.041522,0.13342,1.8364,0.012189,0.043794,1.0291,9.9671e-05,0.003804,1.0833,0.019431,0.81066,1.1434
1.2422,0.0095576,0.096827,0.88144,0.18536,0.01386,0.93328,0.40393,24.185,4.8825,12.654,5.9942,0.55634,2.102,2.5409,0.11613,3.2241,0.46294,0.76394,0.27503,18.19,0.0067694,0.0075134,1.0008,0.47248,1.8151,2.966e-09,2.9552,1.5086,0.131,0.3609,0.70872,1.6771,2.269,9.3475e-05,0.44038,0.61093,0.11658,0.18656,1.9154,0.033635,0.059514,1.2319,0.0012848,0.02899,0.78898,0.15609,0.47972,1.3234
1.9289,0.054504,0.28075,1.6171,0.51461,0.055911,1.3349,0.43767,31.904,6.2147,5.5454,4.9323,0.38933,3.3737,2.25,0.16164,3.0981,1.0419,0.87412,0.26433,10.748,0.039876,0.062644,1.0055,0.5977,1.5702,1.5947e-08,3.2884,1.9628,0.22036,1.3674,0.66414,1.1438,2.0332,9.2218e-06,0.88194,1.1752,0.26072,0.27726,1.6707,0.07785,0.069233,2.0918,0.0067912,0.092128,0.73172,0.33424,0.43338,0.91946
2.3677,0.094725,0.43971,0.27745,0.57547,0.10426,1.5222,0.52184,38.489,7.7475,2.5483,4.2924,0.28772,4.0518,1.585,0.086005,2.0945,1.6024,1.3575,0.24526,4.2288,0.11913,0.097196,1.0655,1.3211,1.5461,9.3128e-11,3.0774,2.2525,0.36666,1.6635,0.92128,0.60844,1.66,2.4418e-07,1.3309,1.6886,0.35322,0.28657,1.9568,0.14052,0.050888,2.9345,0.032434,0.13631,0.57439,0.48999,0.42533,0.38105
1.9191,0.25807,0.58746,0.42659,0.53077,0.19137,1.8037,0.31913,31.735,7.2965,1.7676,7.3862,0.60333,3.472,1.6446,0.17709,2.1902,1.433,1.6198,0.31838,2.1305,0.23712,0.41338,2.9043,3.7585,1.5972,1.3739e-10,2.9227,1.573,0.535,2.9532,1.4219,0.68253,1.6088,8.1707e-06,0.96306,1.1586,0.43268,0.22612,2.2062,0.22719,0.16322,2.618,0.07403,0.19874,1.8614,0.45687,0.63387,0.36147
1.103,0.43183,0.31406,0.24358,0.22075,0.12044,1.635,0.18769,22.541,7.5952,1.3834,13.635,1.1326,2.0854,1.7775,0.15625,2.0674,0.8623,2.0214,0.32502,1.3574,0.30002,1.9548,4.4076,8.077,0.88706,2.446e-13,2.3905,1.6096,0.62074,1.4202,2.36,0.96406,2.0493,4.4031e-05,0.69351,0.75784,0.43115,0.13061,1.9912,0.2217,1.1748,1.5856,0.14715,0.1144,1.4956,0.734,1.2749,1.0103
0.62056,0.4907,0.17669,0.32827,0.11896,0.060783,1.3844,0.16411,11.913,7.393,1.1328,14.998,0.9411,0.98727,3.2777,0.25119,2.8084,0.284,1.1309,0.55119,1.492,0.18869,4.2026,7.7032,8.5752,0.62654,7.3491e-14,2.5895,2.3632,0.51078,0.93512,3.4779,1.6414,3.1458,0.0008276,0.51798,0.52103,0.42244,0.17823,1.0679,0.20551,2.5663,0.79056,0.10602,0.12759,1.5857,1.1063,2.0059,2.3324
